CERT,NAME,CITY,STALP,ASSET
6800,First Neighborhood Bank,Spencer,WV,160621
2145,Bank of Monticello,Monticello,GA,160429
876,Bank of Dawson,Dawson,GA,159860
1008,Bank Michigan,Brooklyn,MI,159724
29357,Family Bank,Pelham,GA,159328
9728,First Security Bank,Byron,MN,159131
19720,Farmers State Bank,Dublin,GA,158983
24211,"Bank of Whittier, National Association",Whittier,CA,158847
19381,Park State Bank & Trust,Woodland Park,CO,158783
23523,"Citizens' Bank, Inc.",Robertsdale,AL,158628
28349,Home Federal Savings and Loan Association of Niles,Niles,OH,158515
1972,Citizens Bank & Trust Company,Big Timber,MT,158342
4621,Farmers Bank & Trust,Atwood,KS,158054
7274,WSB Municipal Bank,Watertown,NY,157991
14960,State Bank of Reeseville,Reeseville,WI,157864
8126,"Commonwealth Community Bank, Inc.",Hartford,KY,157720
15113,Bank of Greeleyville,Greeleyville,SC,157677
3599,The First National Bank of Arenzville,Arenzville,IL,157639
59285,Moultrie Bank & Trust,Moultrie,GA,157564
19351,Bank of Estes Park,Estes Park,CO,157526
8760,Farmers State Bank,Algona,IA,157396
6762,The Fayette County National Bank of Fayetteville,Fayetteville,WV,157056
34488,Hiawatha Bank and Trust Company,Hiawatha,IA,156669
59314,Icon Business Bank,Riverside,CA,156656
18301,First State Bank,Shallowater,TX,156620
29206,"Graham Savings and Loan, SSB",Graham,TX,156522
16473,First Bank,Sterling,KS,156491
28708,GSL Savings Bank,Guttenberg,NJ,156458
12232,Bank of Monticello,Monticello,MO,156453
18033,Security Bank of the Ozarks,Eminence,MO,156389
12836,First State Bank of Porter,Porter,IN,156258
5590,The First National Bank of Winnsboro,Winnsboro,TX,156164
17872,"First National Bank, Cortez",Cortez,CO,156039
9007,Heartland State Bank,Redfield,SD,156028
1413,Perennial Bank,Darwin,MN,155937
18930,Bank of Belle Glade,Belle Glade,FL,155890
19744,"Citizens Bank & Trust Company of Vivian, Louisiana",Vivian,LA,155789
8541,State Bank of Fairmont,Fairmont,MN,155685
28035,"Belmont Savings Bank, SSB",Belmont,NC,155591
28390,Edward Jones Trust Company,Saint Louis,MO,155568
10672,The Exchange Bank,Skiatook,OK,155435
9769,The First State Bank of Rosemount,Rosemount,MN,155433
17169,State Bank & Trust Company,Golden Meadow,LA,155295
9881,Security Bank and Trust Company,Miami,OK,155261
1118,"Citizens State Bank, of Arlington",Arlington,SD,155097
8067,Community State Bank,Brook,IN,155040
9615,Sweet Water State Bank,Sweet Water,AL,154866
284,Auburn Banking Company,Auburn,KY,154764
26687,PNB Community Bank,Niceville,FL,154686
12661,GreenLeaf Bank,Greenleaf,WI,154344
5425,Legends West Bank,Lewellen,NE,154033
11462,Independent Farmers Bank,Maysville,MO,153900
2301,The First State Bank,Boise City,OK,153892
12315,The First State Bank,Columbus,TX,153880
8693,Bluff View Bank,Galesville,WI,153837
26450,Canton Co-operative Bank,Canton,MA,153787
26871,Community Bankers' Bank,Midlothian,VA,153720
10576,First Southeast Bank,Harmony,MN,153702
9659,State Bank of Downs,Downs,KS,153566
9323,Bank of Winnfield & Trust Company,Winnfield,LA,153524
8700,Waldo State Bank,Waldo,WI,153406
31410,"1st Federal Savings Bank of SC, Inc.",Walterboro,SC,153066
5589,Fannin Bank,Bonham,TX,152974
29066,Del Norte Bank,Del Norte,CO,152294
9005,First State Bank of Roscoe,Roscoe,SD,152269
10984,Security Bank Minnesota,Albert Lea,MN,152208
12372,Fowler State Bank,Fowler,CO,152192
5722,Philo Exchange Bank,Philo,IL,151942
6732,The Citizens National Bank of Woodsfield,Woodsfield,OH,151726
16547,Bank Plus,Estherville,IA,151457
13030,Oakwood Bank,Pigeon Falls,WI,151370
505,Great Plains Bank,Eureka,SD,151313
10965,Lake Region Bank,New London,MN,151299
3327,Mason Bank,Mason,TX,151267
14352,Federation Bank,Washington,IA,151163
8140,Colfax Banking Company,Colfax,LA,151074
3807,The First National Bank of Litchfield,Litchfield,IL,151073
33818,Priority Bank,Fayetteville,AR,150609
30987,Spratt Savings Bank,Chester,SC,150344
9300,Readlyn Savings Bank,Readlyn,IA,150323
23099,The Bank of Protection,Protection,KS,150246
15585,Bay Port State Bank,Bay Port,MI,150062
21721,Heritage Bank of Schaumburg,Schaumburg,IL,150051
8510,Farmers Trust & Savings Bank,Earling,IA,149941
30072,Schuyler Savings Bank,Kearny,NJ,149725
9526,The Pineries Bank,Stevens Point,WI,149428
8762,The Sacramento Deposit Bank,Sacramento,KY,149405
15255,Greenfield Banking Company,Greenfield,TN,149253
17841,Vermilion Bank & Trust Company,Kaplan,LA,149038
57025,American Heritage Bank,Clovis,NM,148982
3698,First Security Bank,Mackinaw,IL,148930
16176,Johnson City Bank,Johnson City,TX,148793
22273,Guaranty Bank Inc.,Williamson,WV,148734
10971,Prime Security Bank,Karlstad,MN,148610
12717,Bridge Community Bank,Mount Vernon,IA,148531
9822,State Bank of Table Rock,Table Rock,NE,148500
183,The Merchants & Citizens Bank,Mcrae,GA,148123
1937,Bank of Crocker,Waynesville,MO,147771
15355,Marion State Bank,Marion,TX,147614
12128,Citizens Savings Bank,Spillville,IA,147515
5557,The First National Bank of Tom Bean,Tom Bean,TX,147231
14349,Bank of Salem,Salem,MO,147168
13962,Bank of Hartington,Hartington,NE,147054
58010,Freedom Bank,Columbia Falls,MT,147028
10132,Exchange State Bank,Ames,IA,146440
3335,Bank19,Memphis,TX,146286
5377,Farmers and Merchants Bank of Ashland,Ashland,NE,146228
14982,Union State Bank,Winterset,IA,146210
10175,Security State Bank of Hibbing,Hibbing,MN,146163
11409,Valley Premier Bank,Hawley,MN,146148
27767,Union Federal Savings and Loan Association,Kewanee,IL,146115
30058,First Federal Savings and Loan Association of Greensburg,Greensburg,IN,146054
4638,The First National Bank in Cimarron,Cimarron,KS,145791
25749,"Eastbank, National Association",New York,NY,145758
15741,Commercial Bank of Mott,Mott,ND,145733
10072,Planters and Citizens Bank,Camilla,GA,145493
19278,Carmine State Bank,Carmine,TX,145265
15415,"Peoples Bank of Wyaconda, Missouri",Kahoka,MO,145011
18394,Farmers Savings Bank,Marshalltown,IA,144982
26520,Security Bank of Southwest Missouri,Cassville,MO,144960
4514,The State Bank of Toledo,Toledo,IA,144869
12325,Bank of Cashton,Cashton,WI,144667
281,Hyden Citizens Bank,Hyden,KY,144342
81,Warren Bank and Trust Company,Warren,AR,144342
12694,Citizens Community Bank,Pilot Grove,MO,144319
22942,The American National Bank of Mount Pleasant,Mount Pleasant,TX,144112
12226,Peoples Bank Co.,Altenburg,MO,144093
16752,National Bank of St. Anne,St. Anne,IL,144032
59239,"Agility Bank, National Association",Houston,TX,143972
24865,First New Mexico Bank of Silver City,Silver City,NM,143839
4061,ACB Bank,Cherokee,OK,143781
12283,First State Bank,Anadarko,OK,143644
14083,Bison State Bank,Bison,KS,143417
26512,Methuen Co-operative Bank,Methuen,MA,143289
17232,Sidney State Bank,Sidney,MI,143225
10804,Du Quoin State Bank,Du Quoin,IL,143158
15261,The Citizens State Bank,Hugoton,KS,142960
1566,The Peoples Bank,Taylorsville,KY,142941
9773,Security State Bank of Warroad,Warroad,MN,142935
3808,The Litchfield National Bank,Litchfield,IL,142916
29578,Monroe Federal Savings and Loan Association,Tipp City,OH,142794
15939,Peoples State Bank,Rocksprings,TX,142614
18380,First Independent Bank,Aurora,MO,142613
21284,Bank of Pensacola,Pensacola,FL,142605
12207,Bank of Winona,Winona,MS,142569
20239,Bank of Cadiz and Trust Company,Cadiz,KY,142555
5401,F&M Bank,Falls City,NE,142282
27219,"Independent Correspondent Bankers' Bank, Inc.",Frankfort,KY,141938
1933,Citizens State Bank Norwood Young America,Norwood Young America,MN,141486
13382,Farmers and Merchants State Bank of Springfield,Springfield,MN,141423
10928,The Miners State Bank,Iron River,MI,141345
15259,Elk State Bank,Clyde,KS,141245
8896,Jonesburg State Bank,Jonesburg,MO,141206
33131,First Farmers & Merchants National Bank,Fairmont,MN,141184
34014,Texas National Bank,Sweetwater,TX,141036
16840,River Falls State Bank,River Falls,WI,141035
2616,Millbury National Bank,Millbury,MA,140829
9036,Security State Bank,Iron River,WI,140565
1415,Northwoods Bank of Minnesota,Park Rapids,MN,140514
35060,The Settlers Bank,Marietta,OH,140202
57273,First Commerce Bank,Marysville,KS,140168
21728,Farmers and Merchants State Bank,Langdon,ND,140078
432,Security First National Bank of Hugo,Hugo,OK,140048
26392,Deutsche Bank Trust Company Delaware,Newark,DE,139832
28769,First Federal Savings Bank of Angola,Angola,IN,139819
14649,Community Bank,Dunlap,IA,139727
11686,State Bank of Cherry,Cherry,IL,139675
11181,First State Bank of Brownsboro,Brownsboro,TX,139652
11003,Grand Missouri Bank,Bolivar,MO,139503
14912,Bank of Dixon County,Ponca,NE,139475
10623,State Bank of Missouri,Concordia,MO,139381
13802,The Twin Valley Bank,West Alexandria,OH,139265
13813,First National Bank in Pinckneyville,Pinckneyville,IL,139251
15546,Chillicothe State Bank,Chillicothe,MO,139134
8276,Alton Bank,Alton,MO,138814
19809,Hershey Bank,Hershey,NE,138737
9057,Bank of Moundville,Moundville,AL,138502
5791,First State Bank,Belmond,IA,138416
35229,Southern Illinois Bank,Johnston City,IL,138319
11916,The Buckholts State Bank,Buckholts,TX,138211
10628,Preferred Bank,Rothville,MO,138119
1165,The First Bank of Okarche,Okarche,OK,138098
13600,POINTWEST BANK,West,TX,137899
30619,"Abbeville First Bank, SSB",Abbeville,SC,137645
10637,First Central Bank,Cambridge,NE,137631
149,Bank of Hazlehurst,Hazlehurst,GA,137460
9336,"Battle Bank, National Association",Upsala,MN,137362
30357,Streator Home Savings Bank,Streator,IL,136999
23551,Community Bank of El Dorado Springs,El Dorado Springs,MO,136855
58423,Community Bank of Pleasant Hill,Pleasant Hill,MO,136830
11759,Citizens State Bank,Wyoming,IA,136763
855,"Merchants & Farmers Bank of Greene County, Alabama",Eutaw,AL,136483
3079,The First National Bank of Aspermont,Aspermont,TX,136438
29426,"Worthington Federal Savings Bank, FSB",Worthington,MN,136240
11317,The Iuka State Bank,Salem,IL,136216
28315,"RG Bank, A Savings and Loan Association",Monte Vista,CO,136066
31089,"Pickens Savings and Loan Association, FA",Pickens,SC,135963
5369,West Plains Bank,Ainsworth,NE,135875
16453,Whitesville State Bank,Whitesville,WV,135832
5214,The First National Bank of Moose Lake,Moose Lake,MN,135495
21529,Bank of Oak Ridge,Oak Ridge,LA,135314
5131,Western National Bank,Duluth,MN,135279
16603,The Peoples Bank,Marion,KY,135207
34752,First Community Bank of Hillsboro,Hillsboro,IL,135143
10315,Bank of Halls,Halls,TN,134944
10280,The Farmers and Merchants Bank,Caldwell,OH,134933
12220,County Bank,Brunswick,MO,134676
2733,Bank of Buffalo,Buffalo,KY,134672
2444,"Clay County Bank, Inc.",Clay,WV,134610
10464,Federated Bank,Onarga,IL,134571
2379,Bank of Gleason,Gleason,TN,134325
14731,The Citizens National Bank of Quitman,Quitman,GA,134285
26513,Stoughton Co-operative Bank,Stoughton,MA,134236
26847,The Chesapeake Bank & Trust Co.,Chestertown,MD,133993
10500,Farmers Savings Bank,Wever,IA,133585
26228,First National Bank of Dublin,Dublin,TX,133459
11750,Bank of Kampsville,Kampsville,IL,133365
27898,"Home Savings and Loan Association of Carroll County, F.A.",Norborne,MO,133076
1903,St. Clair State Bank (Incorporated),Saint Clair,MN,133054
9265,Rushville State Bank,Rushville,IL,132948
2273,The First National Bank of Ely,Ely,NV,132534
17410,The Bendena State Bank,Bendena,KS,132193
32293,Miami Savings Bank,Miamitown,OH,131984
13616,Corydon State Bank,Corydon,IA,131549
29521,Fidelity Federal Savings and Loan Association of Delaware,Delaware,OH,131433
5786,Spencer County Bank,Santa Claus,IN,131393
23404,Evergreen National Bank,Evergreen,CO,131109
13788,"Concordia Bank of Concordia, Missouri",Concordia,MO,131025
10458,Farmers State Bank & Trust Co.,Mount Sterling,IL,130980
22567,Community State Bank,Shelbina,MO,130704
11235,Bonduel State Bank,Bonduel,WI,130666
16120,"The Riley State Bank of Riley, Kansas",Riley,KS,130343
16177,First State Bank,Stuart,IA,130339
15460,Spur Security Bank,Spur,TX,129952
22358,The Citizens Bank,Greensboro,AL,129788
9196,Home Banking Company,Selmer,TN,129584
21050,"First State Bank of the South, Inc.",Sulligent,AL,129427
4196,"SNB Bank, National Association",Shattuck,OK,129053
18063,COREBANK,Waynoka,OK,128915
29731,The Southern Bank Company,Gadsden,AL,128192
5634,Connect Bank,Star City,AR,128062
5115,The First National Bank of Cokato,Cokato,MN,128035
1439,American Interstate Bank,Elkhorn,NE,127844
12136,The Wilson State Bank,Wilson,KS,127707
234,Pocahontas State Bank,Pocahontas,IA,127362
26708,Spectra Bank,Fort Worth,TX,127106
29691,KeySavings Bank,Wisconsin Rapids,WI,127080
18879,Kennett Trust Bank,Kennett,MO,126800
232,Solon State Bank,Solon,IA,126731
34393,1st Equity Bank,Skokie,IL,126495
23986,MINNESOTA LAKES BANK,Delano,MN,126478
5197,COMMUNITY FIRST BANK,Menahga,MN,126422
10919,The State Bank of Bern,Bern,KS,126405
35118,"Community Bank of Wichita, Inc.",Wichita,KS,126157
8522,First State Bank,Britt,IA,125877
14920,The Hamler State Bank,Hamler,OH,125589
5087,The First National Bank of Bagley,Bagley,MN,125567
11466,HomePride Bank,Mansfield,MO,125530
29208,"Dalhart Federal Savings & Loan Association, SSB",Dalhart,TX,125498
9735,State Bank of New Richland,New Richland,MN,125471
8390,Lincoln State Bank,Hankinson,ND,125380
4097,The Farmers and Merchants National Bank of Fairview,Fairview,OK,125060
34995,First Central Bank McCook,Mccook,NE,124913
28543,Custer Federal State Bank,Broken Bow,NE,124900
22598,Flora Bank & Trust,Flora,IL,124809
4071,FNB Coweta,Coweta,OK,124804
18165,The Stockgrowers State Bank,Maple Hill,KS,124748
925,The State Bank of Geneva,Geneva,IL,124459
32277,Eastern International Bank,Los Angeles,CA,124212
3019,Rocky Mountain Bank & Trust,Florence,CO,124211
24443,Progressive National Bank,Mansfield,LA,124050
8640,Farmers & Merchants Bank of North Dakota,Tolna,ND,123986
10492,Farmers and Merchants Savings Bank,Iowa City,IA,123935
11175,The First State Bank,Abernathy,TX,123813
34644,Key Community Bank,Inver Grove Heights,MN,123778
3745,First Community Bank of Moultrie County,Sullivan,IL,123696
17759,The Baltic State Bank,Baltic,OH,123428
16908,SSB Bank,Spiro,OK,123275
8865,Heritage Bank Minnesota,West Concord,MN,123251
14701,Bank of New Madrid,New Madrid,MO,123241
14694,Cedar Valley Bank & Trust,La Porte City,IA,123205
14316,Conservation First Bank,Benton,WI,123074
28585,"Maple City Savings Bank, FSB",Hornell,NY,123057
4054,The Farmers Bank,Carnegie,OK,123047
59318,Zenith Bank & Trust,Scottsdale,AZ,122620
16386,Brantley Bank and Trust Company,Brantley,AL,122309
58037,California Business Bank,Irvine,CA,122227
29517,Pioneer State Bank,Deer Lodge,MT,121990
34711,Farmers Building and Savings Bank,Rochester,PA,121929
8572,Citizens Bank of Rogersville,Rogersville,MO,121835
32292,Woodsfield Savings Bank,Woodsfield,OH,121834
14864,Stockmens National Bank in Cotulla,Cotulla,TX,121387
16185,"The Samson Banking Company, Inc.",Samson,AL,121359
10330,Commercial State Bank,Palmer,TX,121297
13794,McIntosh County Bank,Ashley,ND,121174
14904,First Community Bank,Newell,IA,121004
10243,First State Bank of Golva,Golva,ND,120879
5892,Kalamazoo County State Bank,Schoolcraft,MI,120866
18448,Security State Bank,Radcliffe,IA,120836
1438,Countryside Bank,Unadilla,NE,120650
3834,Midwest National Bank,Sandoval,IL,120622
16900,Princeville State Bank,Princeville,IL,120395
9669,Fredonia Valley Bank,Fredonia,KY,120354
5847,"Peoples Bank, Mt. Washington",Mount Washington,KY,120298
15820,Red River State Bank,Halstad,MN,120156
15606,The Hamilton Bank,Hamilton,MO,120106
30220,Chester National Bank,Chester,IL,120068
19354,Hodge Bank & Trust Company,Hodge,LA,119904
3184,"Lone Oak Bank, National Association",Eldorado,TX,119895
11355,Bedford Loan & Deposit Bank,Bedford,KY,119636
3977,DNB NATIONAL BANK,Clear Lake,SD,119632
9035,Headwaters State Bank,Land O' Lakes,WI,119616
57391,United Bank & Trust Co.,Marshalltown,IA,119556
14560,Union State Bank,West Salem,WI,119073
976,Blissfield State Bank,Blissfield,MI,118951
27910,"Central Savings, f.s.b.",Chicago,IL,118574
29241,Henderson Federal Savings Bank,Henderson,TX,118495
15532,CentreBank,Veedersburg,IN,118416
13983,The Granville National Bank,Granville,IL,118221
10991,First State Bank of Bigfork,Bigfork,MN,118152
21692,Peoples Bank of Graceville,Graceville,FL,117984
34334,American Metro Bank,Chicago,IL,117937
4092,First Bank,Erick,OK,117309
5632,Logan County Bank,Scranton,AR,117295
1556,Twin Cedars Bank,Bussey,IA,117223
59203,Scottsdale Community Bank,Scottsdale,AZ,117207
59292,Adelphi Bank,Columbus,OH,116980
4598,"The First National Bank of Nevada, Missouri",Nevada,MO,116939
9121,State Bank of Bottineau,Bottineau,ND,116855
30943,Mid-Central National Bank,Wadena,MN,116854
4752,The First Security Bank,Overbrook,KS,116706
59352,Four States Bank,Carthage,MO,116478
29980,Midland Federal Savings and Loan Association,Bridgeview,IL,116268
9385,"Bank of Brookfield - Purdin, National Association",Brookfield,MO,116230
28103,Collinsville Building and Loan Association,Collinsville,IL,116127
28478,Farmers and Mechanics Federal Savings Bank,Bloomfield,IN,115965
1945,Metz Banking Company,Nevada,MO,115961
4556,TPNB Bank,Paris,MO,115949
34386,Spring Valley Bank,Wyoming,OH,115777
6728,The National Bank of Adams County of West Union,West Union,OH,115285
16584,Carver State Bank,Savannah,GA,115170
17975,The Commercial Bank Of Ozark,Ozark,AL,115150
15839,Security State Bank,Algona,IA,114750
406,Cleo State Bank,Cleo Springs,OK,114686
11411,Rushford State Bank (Incorporated),Rushford,MN,114578
35261,Twin City Bank,Longview,WA,114575
8975,Community Bank,Bristow,OK,114456
3837,The First National Bank of Sparta,Sparta,IL,114175
19595,The Commercial Bank,Mason,TX,114171
58680,Great Nations Bank,Norman,OK,114037
4232,The State Bank of Wynnewood,Wynnewood,OK,114014
1163,Wahoo State Bank,Wahoo,NE,113986
8197,Portage Bank,Bellevue,WA,113780
15092,Richland County Bank,Richland Center,WI,113602
16247,Neighbors Bank,Clarence,MO,113590
10871,First State Bank of Beecher City,Beecher City,IL,113469
6805,The First National Bank of Williamson,Williamson,WV,113461
28246,Home Savings Bank,Chanute,KS,113328
17661,The First State Bank of Healy,Healy,KS,113243
30103,Monroe Savings Bank,Williamstown,NJ,113193
18378,Security State Bank of Wanamingo,Wanamingo,MN,113109
1730,Peoples Bank of Greensboro,Greensboro,AL,112895
17073,The Peoples Bank,Willacoochee,GA,112692
5117,The First National Bank of Coleraine,Coleraine,MN,112687
3078,The First National Bank of Anson,Anson,TX,112634
4796,Bank of Commerce and Trust Company,Wellington,KS,112614
15501,"The Lytle State Bank of Lytle, Texas",Lytle,TX,112568
6110,The Peoples Bank,Sardis,TN,112529
10407,The Farmers State Bank of Brush,Brush,CO,112280
12402,Exchange State Bank,Lanark,IL,112274
11682,Anna State Bank,Anna,IL,112272
34441,State Bank,Green River,WY,112220
10174,Farmers State Bank of Underwood,Underwood,MN,111995
13736,Maynard Savings Bank,Maynard,IA,111778
59204,Legacy Bank,Murrieta,CA,111488
58586,Turtle Mountain State Bank,Belcourt,ND,111431
26798,Home Savings Bank,Salt Lake City,UT,111401
12135,The Lyndon State Bank,Lyndon,KS,111391
14293,Citizens Bank & Trust,Rock Port,MO,111338
5175,Global Innovations Bank,Kiester,MN,111309
32286,Community Savings Bank,Bethel,OH,111074
9330,First State Bank of Le Center,Le Center,MN,110909
17782,Pikes Peak National Bank,Colorado Springs,CO,110717
57952,Bank of Bozeman,Bozeman,MT,110709
30889,The Peoples Savings and Loan Company,West Liberty,OH,110671
10178,Produce State Bank,Hollandale,MN,110591
29617,"First Mutual Bank, FSB",Belpre,OH,110411
11764,Sibley State Bank,Sibley,IA,110042
16656,Security State Bank of Aitkin,Aitkin,MN,109808
28635,First Federal Savings and Loan Bank,Olathe,KS,109785
2300,The Bank of Magnolia Company,Magnolia,OH,109758
12298,The Cowboy Bank of Texas,Maypearl,TX,109261
30434,"Morganton Savings Bank, S.S.B.",Morganton,NC,109151
17922,Strasburg State Bank,Strasburg,ND,108984
29677,Nashville Savings Bank,Nashville,IL,108888
21998,Covington County Bank,Collins,MS,108784
8532,Bank of Erath,Erath,LA,108614
999,G. W. Jones Exchange Bank,Marcellus,MI,107878
10906,The Baldwin State Bank,Baldwin City,KS,107678
10858,Anderson State Bank,Oneida,IL,107366
3399,First Capital Bank,Quanah,TX,107177
5405,First Bank and Trust of Fullerton,Fullerton,NE,107079
12980,The Corn City State Bank,Deshler,OH,106831
10821,Clay County State Bank,Louisville,IL,106654
6638,The Citizens National Bank of McConnelsville,Mcconnelsville,OH,106267
5792,Breda Savings Bank,Breda,IA,106197
5830,Citizens State Bank and Trust Company,Hiawatha,KS,106009
16222,The Sherwood State Bank,Sherwood,OH,106007
30121,Investment Savings Bank,Altoona,PA,105992
24085,Citizens National Bank,Crockett,TX,105940
9818,Platte Valley Bank,North Bend,NE,105806
8207,Prairie Sun Bank,Milan,MN,105668
9777,Citizens Bank & Trust Co.,Marks,MS,105444
9614,Local Bank,Tuscaloosa,AL,105437
10162,First State Bank Minnesota,Le Roy,MN,105200
428,American Exchange Bank,Henryetta,OK,104916
14556,Exchange State Bank,Saint Paul,KS,104767
4482,FNNB Bank,Newton,IA,104648
33851,The Bank of Milan,Milan,TN,104464
27567,The Glen Burnie Mutual Savings Bank,Glen Burnie,MD,104448
20162,Ascent Bank,Helena,MT,104062
4111,First National Bank,Heavener,OK,103917
23373,United Orient Bank,New York,NY,103860
12457,The Citizens Bank of Edina,Edina,MO,103856
17878,Bank of Louisiana,New Orleans,LA,103811
30339,Beauregard Federal Savings Bank,Deridder,LA,103636
35558,Century Bank of Florida,Tampa,FL,103622
8519,White State Bank,South English,IA,103520
21379,First Naturalstate Bank,Mcgehee,AR,103519
8564,The Bank of Grain Valley,Grain Valley,MO,103366
16959,Bank of Billings,Billings,MO,103243
10197,Hometown Community Bank,Cyrus,MN,103054
59273,Gainey Business Bank,Scottsdale,AZ,102807
30388,Gunnison Savings and Loan Association,Gunnison,CO,102789
5559,The First National Bank of Trinity,Trinity,TX,102577
1865,The Kansas State Bank Overbrook Kansas,Overbrook,KS,102474
29093,Investors Community Bank,Chillicothe,MO,102131
19589,Northern State Bank of Virginia,Virginia,MN,101910
15101,Senath State Bank,Senath,MO,101898
28288,"Auburn Savings Bank, FSB",Auburn,ME,101808
29238,Woodruff Federal Savings and Loan Association,Woodruff,SC,101745
4794,First National Bank of Kansas,Burlington,KS,101700
26588,Dedicated Community Bank,Darlington,SC,101694
30878,Bar Harbor Savings and Loan Association,Bar Harbor,ME,101589
30688,Peoples First Savings Bank,Mason,OH,101584
12512,Community First Bank,Rosholt,WI,101355
9672,Owingsville Banking Company,Owingsville,KY,101335
13798,First National Bank in Fredonia,Fredonia,KS,101259
12757,First State Bank,Valliant,OK,101000
23242,California Pacific Bank,Hayward,CA,100924
19087,Bank of Lindsay,Lindsay,NE,100917
15152,Black River Country Bank,Black River Falls,WI,100734
15237,Johnson State Bank,Johnson,KS,100673
57468,Community Bank Owatonna,Owatonna,MN,100432
8383,First State Bank of Harvey,Harvey,ND,100416
21219,"Bank of the Mountains, Inc.",West Liberty,KY,100300
899,The Gerber State Bank,Argenta,IL,100296
2328,"American Exchange Bank, Lindsay, Oklahoma",Lindsay,OK,100290
28217,Warsaw Federal Savings and Loan Association,Cincinnati,OH,100257
16167,Bank419,Metamora,OH,100155
14907,The International Bank of Amherst,Amherst,WI,100125
16448,Security State Bank,Alexandria,SD,99885
15621,First Farmers & Merchants State Bank of Grand Meadow,Grand Meadow,MN,99837
34857,Community Bank of Oelwein,Oelwein,IA,99434
3248,The First National Bank of Hebbronville,Hebbronville,TX,99323
18164,Garfield County Bank,Jordan,MT,99274
15214,The First Central National Bank of St. Paris,St. Paris,OH,98989
31329,West Plains Savings and Loan Association,West Plains,MO,98911
13450,Integrity Bank,Fowler,KS,98787
1745,The Farmers & Merchants Bank,Waterloo,AL,98772
9179,Union Bank & Trust Company,Livingston,TN,98367
15817,Genesis Bank,Benoit,MS,98319
1427,United Security Bank,Fulton,MO,98235
5141,The Miners National Bank of Eveleth,Eveleth,MN,98188
28302,Mutual Federal Bank,Chicago,IL,97967
8833,Currie State Bank,Currie,MN,97719
70,Peoples Exchange Bank,Monroeville,AL,97694
34455,First National Bank,Rotan,TX,97619
29186,Lawrenceburg Federal Bank,Lawrenceburg,TN,97445
12899,Mayville State Bank,Mayville,MI,97390
27385,Port Richmond Savings,Philadelphia,PA,97087
14178,Silex Banking Company,Silex,MO,97058
12549,Bank of Calhoun County,Hardin,IL,97003
5422,The First National Bank of Johnson,Johnson,NE,96593
1600,First Farmers & Merchants State Bank,Brownsdale,MN,96583
5221,The First National Bank of Osakis,Osakis,MN,96561
23126,Huron State Bank,Rogers City,MI,96450
29471,Armstrong County Building and Loan Association,Ford City,PA,96185
57141,Community Bank of Missouri,Richmond,MO,95464
15078,Junction National Bank,Junction,TX,95420
9658,"The Citizens State Bank of Cheney, Kansas",Cheney,KS,95320
57974,"California International Bank, N.A.",Westminster,CA,95231
59305,Community Unity Bank,Birmingham,MI,95218
57640,Bank of Walker County,Jasper,AL,95134
23989,Miners Exchange Bank,Coeburn,VA,94879
1906,Triumph State Bank,Trimont,MN,94870
35442,"Citizens Bank of Cumberland County, Inc.",Burkesville,KY,94787
15784,"The Stock Exchange Bank, Caldwell, Kansas",Caldwell,KS,94525
13551,The State Exchange Bank,Lamont,OK,94515
10960,Janesville State Bank,Janesville,MN,94511
28314,"Riverside Savings Bank, SSB",Roanoke Rapids,NC,94454
26653,Bandera Bank,Bandera,TX,94426
6592,The First National Bank of Germantown,Germantown,OH,94348
15578,Integrity Bank Plus,Wabasso,MN,94259
28790,Superior Savings Bank,Superior,WI,93881
9986,Farmers & Merchants Bank of Craig County,New Castle,VA,93499
15751,Flat Branch Bank,Richmond,MO,93298
12722,Sicily Island State Bank,Sicily Island,LA,93284
3688,The First National Bank of Lacon,Lacon,IL,93109
28369,"Rockland Savings Bank, FSB",Rockland,ME,93010
20479,First Security Bank of Roundup,Roundup,MT,92942
29710,First Federal Savings Bank of Washington,Washington,IN,92818
4123,The First National Bank of Hooker,Hooker,OK,92416
35394,"MassMutual Private Wealth & Trust, FSB",Windsor,CT,92381
5438,First Bank and Trust Company,Minden,NE,92370
12388,Williamsville State Bank & Trust,Williamsville,IL,92198
29268,Eureka Homestead,Metairie,LA,92130
3827,The Old Exchange National Bank of Okawville,Okawville,IL,92081
8403,The Ottoville Bank Company,Ottoville,OH,92050
28983,Ladysmith Federal Savings and Loan Association,Ladysmith,WI,91880
13715,The State Bank,Spirit Lake,IA,91364
6680,Home National Bank,Racine,OH,90753
4476,Logan State Bank,Logan,IA,90541
11324,Farmers and Merchants State Bank of Bushnell,Bushnell,IL,90179
11352,Sanborn Savings Bank,Sanborn,IA,90162
15362,Belt Valley Bank,Belt,MT,90151
6280,The First National Bank of Orwell,Orwell,VT,90103
23270,Siouxland Bank,South Sioux City,NE,90090
9727,Concorde Bank,Blomkest,MN,89979
9070,First Bank of Pike,Zebulon,GA,89862
21752,First State Bank,Watonga,OK,89697
29231,County Savings Bank,Essington,PA,89632
28637,Milton Savings Bank,Milton,PA,89614
15904,The Four County Bank,Allentown,GA,89515
3336,Menard  Bank,Menard,TX,89390
492,Western Dakota Bank,Timber Lake,SD,89193
16916,F & M Bank and Trust Company,Manchester,GA,89178
9273,Villa Grove State Bank,Villa Grove,IL,89018
57884,Paramount Bank,Hazelwood,MO,88989
